INSTNM,STABBR,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEBT_MDN,MN_EARN_WNE_P10,MD_EARN_WNE_P10,MD_EARN_WNE_1YR,MD_EARN_WNE_5YR,FTFTPCTPELL,FTFTPCTFLOAN,ROOMBOARD_ON,OTHEREXPENSE_ON,OTHEREXPENSE_FAM,CONTROL,CONTROL_PEPS,GRAD_DEBT_MDN10YR_SUPP
Blackstone Valley Vocational Regional School District,MA,0,0,0,0,0,0,0,46,NA,NA,NA,NA,8300,PS,PS,7454,NA,NA,56907,57203,NA,NA,NA,NA,NA,1,Public,PS
Southern Worcester County Regional Vocational School District,MA,0,0,0,0,0,0,0,43,NA,36218,NA,NA,PS,PS,PS,9500,NA,NA,67751,50987,0.5455,0.6364,NA,NA,NA,1,Public,PS
L'esprit Academy,MI,0,0,0,0,0,0,0,231,NA,16635,NA,NA,6333,6333,6333,6333,NA,22440,16697,22400,0.4483,0.5517,NA,NA,NA,3,Proprietary,67.14033979
Marketti Academy of Cosmetology,MI,0,0,0,0,0,0,0,42,NA,NA,NA,NA,PS,PS,PS,7081,NA,14345,NA,20345,0.1471,0.1176,NA,NA,NA,3,Proprietary,PS
Avalon School of Cosmetology,MN,0,0,0,0,0,0,0,26,NA,13480,NA,NA,PS,PS,PS,PS,NA,28336,NA,28673,0.5833,0,NA,NA,NA,3,Proprietary,PS
City Vision University,MO,0,0,0,0,0,0,0,132,12256,NA,6000,6000,PS,PS,PS,PS,NA,21123,38138,NA,0.7143,0,NA,NA,616,2,Private Nonprofit,PS
Montana Academy of Salons,MT,0,0,0,0,0,0,0,98,NA,17836,NA,NA,9500,PS,PS,9500,NA,28841,17968,22274,0.5763,0.6949,NA,NA,NA,3,Proprietary,104.2461647
National Career Institute,NJ,0,0,0,0,0,0,0,119,NA,24044,NA,NA,6756,PS,PS,6756,NA,26415,22802,23468,0.6742,0.4167,NA,NA,NA,3,Proprietary,71.62484378
Paul Mitchell the School-Albuquerque,NM,0,0,0,0,0,0,0,167,NA,18556,NA,NA,6211,PS,PS,7667,NA,33273,16151,20696,0.6667,0.7037,NA,NA,NA,3,Proprietary,111.911168
International Academy of Style,NV,0,0,0,0,0,0,0,41,NA,26818,NA,NA,6333,PS,PS,6333,NA,32709,26026,26190,0.4815,0.5185,NA,NA,NA,3,Proprietary,67.14033979
EDP School,NY,0,0,0,0,0,0,0,118,NA,12504,NA,NA,PS,PS,PS,PS,NA,41461,29916,41901,0.8543,0,NA,NA,NA,2,Private Nonprofit,PS
New York Medical Career Training Center,NY,0,0,0,0,0,0,0,201,NA,29184,NA,NA,11379,14282,21684,12239,NA,40540,39553,42084,0.1961,0.2721,NA,NA,NA,3,Proprietary,151.412969
Institute of Culinary Education,NY,0,0,0,0,0,0,0,676,NA,NA,NA,NA,6439,3972,3924,3972,PS,47865,23169,33924,NA,NA,NA,NA,NA,3,Proprietary,68.26411621
The Salon Professional Academy-Tonawanda,NY,0,0,0,0,0,0,0,131,NA,16580,NA,NA,6333,6333,5500,6333,NA,26460,17344,24698,0.4773,0.5568,NA,NA,NA,3,Proprietary,67.14033979
Paul Mitchell the School-NYC,NY,0,0,0,0,0,0,0,73,NA,24063,NA,NA,PS,PS,PS,5500,NA,32002,8970,23908,0.52,0.76,NA,NA,NA,3,Proprietary,80.72107172
Four County Career Center,OH,0,0,0,0,0,0,0,88,NA,NA,NA,NA,PS,PS,PS,PS,NA,77338,NA,NA,NA,NA,NA,NA,NA,1,Public,PS
Summit Salon Academy-Perrysburg,OH,0,0,0,0,0,0,0,107,NA,20539,NA,NA,6987,PS,PS,7917,NA,22606,22339,26492,0.4643,0.5714,NA,NA,NA,3,Proprietary,83.93337599
Portland Actors Conservatory,OR,0,0,0,0,0,0,0,12,NA,NA,12115,12115,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,10464,2,Private Nonprofit,PS
Somerset County Technology Center,PA,0,0,0,0,0,0,0,40,NA,16774,NA,NA,15952,PS,PS,11500,PS,37558,39680,40142,0.3333,0.6667,NA,NA,NA,1,Public,PS
Metro Beauty Academy,PA,0,0,0,0,0,0,0,186,NA,21576,NA,NA,9542,8028,8028,8028,NA,33859,20441,23769,0.3913,0.8696,NA,NA,NA,3,Proprietary,85.11016072
Academy for Careers and Technology,SC,0,0,0,0,0,0,0,48,NA,12327,NA,NA,PS,PS,PS,PS,NA,46553,NA,NA,0.5714,0,NA,NA,NA,1,Public,PS
Love Beauty School Inc,TN,0,0,0,0,0,0,0,69,NA,13300,NA,NA,7125,PS,PS,6333,NA,18056,11080,16740,0.6786,0.6786,NA,NA,NA,3,Proprietary,83.93337599
Houston International College Cardiotech Ultrasound School,TX,0,0,0,0,0,0,0,41,25943,NA,11978,11978,PS,PS,PS,14750,NA,36432,36351,NA,1,0.5882,NA,NA,12500,3,Proprietary,PS
DuVall's School of Cosmetology,TX,0,0,0,0,0,0,0,90,NA,23403,NA,NA,7917,5820,4584,7796,NA,30572,26412,27549,0.4833,0.6667,NA,NA,NA,3,Proprietary,83.93337599
Texas Beauty College,TX,0,0,0,0,0,0,0,68,NA,9176,NA,NA,PS,PS,PS,PS,NA,26392,17246,20982,0.9,0,NA,NA,NA,3,Proprietary,PS
Avenue Five Institute,TX,0,0,0,0,0,0,0,270,NA,28922,NA,NA,7917,6989,5500,7917,NA,30280,23194,31811,0.5542,0.747,NA,NA,NA,3,Proprietary,83.93337599
The Salon Professional Academy-Lewisville,TX,0,0,0,0,0,0,0,120,NA,22626,NA,NA,7917,7917,5500,7917,NA,29145,22143,25504,0.4,0.6333,NA,NA,NA,3,Proprietary,83.93337599
Renaissance Academie,UT,0,0,0,0,0,0,0,225,NA,19618,NA,NA,5283,PS,PS,5500,NA,21547,11981,24151,0.3529,0.3529,NA,NA,NA,3,Proprietary,65.38046352
Ascent College,VA,0,0,0,0,0,0,0,68,NA,NA,7300,7300,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,5059,2,Private Nonprofit,PS
Institute of Advanced Medical Esthetics,VA,0,0,0,0,0,0,0,24,NA,16291,NA,NA,PS,PS,PS,9500,NA,31213,31440,NA,0.75,0.7,NA,NA,NA,3,Proprietary,PS
Aveda Arts & Sciences Institute Seattle,WA,0,0,0,0,0,0,0,137,NA,43863,NA,NA,7773,PS,PS,7773,NA,32491,21740,34791,1,0,NA,NA,NA,3,Proprietary,82.40673634
Northwest School of Wooden Boat Building,WA,0,0,0,0,0,0,0,62,31644,NA,16800,16800,PS,PS,PS,PS,NA,NA,NA,43148,0.5,0.4,NA,NA,3651,2,Private Nonprofit,PS
The Salon Professional Academy-Onalaska,WI,0,0,0,0,0,0,0,79,NA,18033,NA,NA,9165,6333,7862,7917,PS,30744,25274,26709,0.6522,0.9348,NA,NA,NA,3,Proprietary,88.77833656
West Coast University-Orange County,CA,0,0,0,0,0,0,0,3023,36552,NA,22889,22889,26500,24145,20630,24145,67700,102672,95294,108697,0.6667,0.8333,NA,NA,8010,3,Proprietary,349.2824309
West Coast University-Ontario,CA,0,0,0,0,0,0,0,2579,47991,NA,36140,36140,26500,24145,20630,24145,67700,102672,95294,108697,0.5556,0.4444,NA,NA,8900,3,Proprietary,349.2824309
Paul Mitchell the School-Chicago,IL,0,0,0,0,0,0,0,197,NA,21312,NA,NA,9500,9833,9833,9500,PS,27652,18585,23856,0.7667,0.8333,NA,NA,NA,3,Proprietary,144.1614307
Miller-Motte College-Fayetteville,NC,0,0,0,0,0,0,0,191,NA,NA,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.2246,0.2139,NA,NA,NA,3,Proprietary,168.7466901
Miller-Motte College-Columbus,GA,0,0,0,0,0,0,0,300,NA,26536,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.9286,0.8452,NA,NA,NA,3,Proprietary,168.7466901
The Art Institute of Virginia Beach,VA,0,0,0,0,0,0,0,88,43151,NA,20794,20794,13000,16437,16555,14549,36000,33685,22022,34930,0.5,1,NA,NA,12801,3,Private Nonprofit,328.4077539
Fortis College-Indianapolis,IN,0,0,0,0,0,0,0,279,32111,NA,14432,14432,12667,13000,12950,12949,35400,34726,37788,38898,0.8889,0.7222,NA,NA,3402,3,Proprietary,137.8216355
Empire Beauty School-E Memphis,TN,0,0,0,0,0,0,0,162,NA,20294,NA,NA,6222,7667,8028,6633,19900,22377,16044,22198,0.6125,0.45,NA,NA,NA,3,Proprietary,113.0879527
Empire Beauty School-Nashville,TN,0,0,0,0,0,0,0,91,NA,18841,NA,NA,7667,7972,7917,7851,22000,23921,15803,22600,0.5968,0.4839,NA,NA,NA,3,Proprietary,113.0879527
Empire Beauty School-Jackson,TN,0,0,0,0,0,0,0,68,NA,19227,NA,NA,6638,7334,7389,6756,22700,24397,16304,20571,1,0.8158,NA,NA,NA,3,Proprietary,113.0879527
Empire Beauty School-Springfield,PA,0,0,0,0,0,0,0,174,NA,21315,NA,NA,7955,8028,8025,8028,24500,25073,16480,21796,0.4878,0.5244,NA,NA,NA,3,Proprietary,137.8216355
Empire Beauty School-Speedway,IN,0,0,0,0,0,0,0,225,NA,22182,NA,NA,6333,8028,8028,7050,25900,24407,17060,22505,0.5143,0.4286,NA,NA,NA,3,Proprietary,144.0024057
Empire Beauty School-Morrow,GA,0,0,0,0,0,0,0,203,NA,20540,NA,NA,6638,7334,7389,6756,22700,24397,16304,20571,0.7876,0.6726,NA,NA,NA,3,Proprietary,113.0879527
Strayer University-Arkansas,AR,0,0,0,0,0,0,0,275,NA,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,0,0,NA,NA,1035,3,Proprietary,430.6502041
Strayer University-Georgia,GA,0,0,0,0,0,0,0,4319,23985,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,0.6,0.4,NA,NA,1035,3,Proprietary,430.6502041
Strayer University-Mississippi,MS,0,0,0,0,0,0,0,277,NA,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,0,0,NA,NA,1035,3,Proprietary,430.6502041
Strayer University-South Carolina,SC,0,0,0,0,0,0,0,1625,23985,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,1,1,NA,NA,1035,3,Proprietary,430.6502041
Strayer University-Texas,TX,0,0,0,0,0,0,0,2251,23985,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,0.3333,0,NA,NA,1035,3,Proprietary,430.6502041
The Art Institute of San Antonio,TX,0,0,0,0,0,0,0,180,39220,NA,20794,20794,18500,18716,24952,19000,39100,36783,25311,36835,0.6,0.8,NA,NA,11664,3,Private Nonprofit,328.6515922
Empire Beauty School-Charlotte,NC,0,0,0,0,0,0,0,96,NA,20770,NA,NA,6222,6222,6152,6222,24800,24022,15337,20237,0.76,0.7067,NA,NA,NA,3,Proprietary,113.0879527
Empire Beauty School-Winston-Salem,NC,0,0,0,0,0,0,0,57,NA,21522,NA,NA,6638,7334,7389,6756,22700,24397,16304,20571,0.6136,0.6591,NA,NA,NA,3,Proprietary,113.0879527
Empire Beauty School-West Palm,FL,0,0,0,0,0,0,0,46,NA,22132,NA,NA,7955,8028,8025,8028,24500,25073,16480,21796,0.8387,0.6129,NA,NA,NA,3,Proprietary,137.8216355
Empire Beauty School-Pineville,NC,0,0,0,0,0,0,0,73,NA,22226,NA,NA,7212,7667,9617,7667,20200,23925,18326,23009,0.8571,0.7857,NA,NA,NA,3,Proprietary,137.8216355
Paul Mitchell the School-Phoenix,AZ,0,0,0,0,0,0,0,102,NA,23636,NA,NA,12792,13006,10556,11200,NA,29340,21199,29811,0.7895,0.6842,NA,NA,NA,3,Proprietary,177.8853247
Paul Mitchell the School-Modesto,CA,0,0,0,0,0,0,0,292,NA,20811,NA,NA,6211,6211,5500,6211,NA,28691,20216,17825,0.807,0.8421,NA,NA,NA,3,Proprietary,65.84693675
Cosmo Beauty Academy,CA,0,0,0,0,0,0,0,114,NA,NA,NA,NA,PS,PS,PS,4933,NA,29167,18399,17460,NA,NA,NA,NA,NA,3,Proprietary,PS
Paul Mitchell the School-Fresno,CA,0,0,0,0,0,0,0,333,NA,20280,NA,NA,9500,10296,10195,9500,NA,29671,10762,20281,0.8537,0.878,NA,NA,NA,3,Proprietary,119.5549679
Unitek College,CA,0,0,0,0,0,0,0,4276,NA,36431,NA,NA,9500,10700,10699,9769,PS,79550,48809,66057,0.5398,0.6094,NA,NA,NA,3,Proprietary,113.4378076
Gurnick Academy of Medical Arts,CA,0,0,0,0,0,0,0,2668,NA,32782,NA,NA,17248,16663,12017,16832,PS,66844,54271,68833,0.4792,0.4617,NA,NA,NA,3,Proprietary,183.5890201
Paul Mitchell the School-East Bay,CA,0,0,0,0,0,0,0,209,NA,31302,NA,NA,10297,10522,10556,10513,PS,29418,17492,27463,0.5507,0.7246,NA,NA,NA,3,Proprietary,138.7015736
South University-Richmond,VA,0,0,0,0,0,0,0,274,30280,NA,17014,17014,12643,15278,14700,13000,40200,34421,55439,59826,0.625,0.875,NA,NA,5054,3,Proprietary,276.9472756
South University-Virginia Beach,VA,0,0,0,0,0,0,0,205,33088,NA,17014,17014,12643,15278,14700,13000,40200,34421,55439,59826,0.8333,0.6667,NA,NA,5054,3,Proprietary,276.9472756
Aveda Institute-Denver,CO,0,0,0,0,0,0,0,341,NA,24290,NA,NA,6333,6500,9831,6500,NA,38020,26951,33323,0.3475,0.5028,NA,NA,NA,3,Proprietary,104.2037581
Paul Mitchell the School-Colorado Springs,CO,0,0,0,0,0,0,0,178,NA,23326,NA,NA,6333,6333,5917,6333,NA,27683,20413,24576,0.5862,0.7931,NA,NA,NA,3,Proprietary,81.28295992
The Salon Professional Academy-Colorado Springs,CO,0,0,0,0,0,0,0,72,NA,14940,NA,NA,6333,PS,PS,6333,NA,28934,21719,27175,0.7143,0.75,NA,NA,NA,3,Proprietary,67.14033979
Paul Mitchell the School-Delaware,DE,0,0,0,0,0,0,0,103,NA,24036,NA,NA,9500,9833,9833,9833,NA,32242,19127,28278,0.7647,0.8824,NA,NA,NA,3,Proprietary,104.2461647
Fred K Marchman Technical College,FL,0,0,0,0,0,0,0,354,NA,9640,NA,NA,PS,PS,PS,PS,NA,30259,24158,29080,0.4256,0,NA,NA,NA,1,Public,PS
The Salon Professional Academy-Ft Myers,FL,0,0,0,0,0,0,0,95,NA,19989,NA,NA,7667,PS,PS,7667,NA,26408,18084,23522,0.6,0.7,NA,NA,NA,3,Proprietary,100.7158105
Universal Spa Training Academy,IL,0,0,0,0,0,0,0,105,NA,23214,NA,NA,7283,6861,4583,6861,NA,41928,18322,24061,0.4655,0.4138,NA,NA,NA,3,Proprietary,77.21192085
The Salon Professional Academy-Evansville,IN,0,0,0,0,0,0,0,160,NA,16164,NA,NA,9500,9833,8250,9500,NA,26881,18015,18834,0.725,0.85,NA,NA,NA,3,Proprietary,104.2461647
Tri County Regional Vocational Technical High School,MA,0,0,0,0,0,0,0,56,NA,29391,NA,NA,PS,PS,PS,PS,NA,NA,52680,37746,0.2308,0,NA,NA,NA,1,Public,PS
Compass College of Film and Media,MI,0,0,0,0,0,0,0,50,27547,NA,18450,18450,PS,25501,PS,20890,NA,34086,26717,36828,0.3571,0.7857,NA,NA,5000,2,Private Nonprofit,PS
Nova Academy of Cosmetology,MN,0,0,0,0,0,0,0,193,NA,22525,NA,NA,7115,7863,9086,7863,NA,32156,25678,24100,0.3517,0.6897,NA,NA,NA,3,Proprietary,99.91008404
Sage School of Massage & Esthetics,OR,0,0,0,0,0,0,0,22,NA,20265,NA,NA,PS,PS,PS,7811,NA,29644,20774,18010,0.4444,0.7778,NA,NA,NA,3,Proprietary,PS
Peloton College,TX,0,0,0,0,0,0,0,75,NA,20801,NA,NA,9500,PS,PS,9500,NA,33559,24076,31882,0.9205,0.7955,NA,NA,NA,3,Proprietary,100.7158105
ABC Beauty Academy,TX,0,0,0,0,0,0,0,64,NA,13061,NA,NA,PS,PS,PS,PS,NA,16263,20397,20456,1,0,NA,NA,NA,3,Proprietary,PS
Salon & Spa Institute,TX,0,0,0,0,0,0,0,99,NA,35798,NA,NA,7137,PS,PS,7282,NA,21571,9709,15882,0.75,0.75,NA,NA,NA,3,Proprietary,87.06086695
American Beauty Academy,UT,0,0,0,0,0,0,0,25,NA,15244,NA,NA,5500,PS,PS,5651,NA,20236,10242,16679,1,0.9091,NA,NA,NA,3,Proprietary,106.6527425
Summit Salon Academy,WA,0,0,0,0,0,0,0,107,NA,25636,NA,NA,7958,7916,11995,8000,NA,31648,22659,28960,0.3824,0.4608,NA,NA,NA,3,Proprietary,103.7372848
Paul Mitchell the School-Milwaukee,WI,0,0,0,0,0,0,0,108,NA,20343,NA,NA,6096,PS,PS,6750,NA,25122,19454,28533,0.8,0.8,NA,NA,NA,3,Proprietary,111.1690515
Touro University Worldwide,CA,0,0,0,0,0,0,0,387,29149,NA,14600,14600,14250,14437,14582,14437,NA,40803,57818,88202,0.6552,0.1724,NA,NA,3282,2,Private Nonprofit,265.0416066
Touro University California,CA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,12500,PS,PS,12500,PS,104805,88650,95085,NA,NA,NA,NA,NA,2,Private Nonprofit,132.5208033
The Chicago School at Washington DC,DC,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,9500,10500,11250,10250,NA,56899,60996,65602,NA,NA,NA,NA,NA,2,Private Nonprofit,212.0332853
Touro University Nevada,NV,0,0,0,0,0,0,0,15,NA,NA,NA,NA,12500,PS,PS,12500,PS,104805,88650,95085,NA,NA,NA,NA,NA,2,Private Nonprofit,132.5208033
Herzing University-Kenosha,WI,0,0,0,0,0,1,0,626,27329,NA,12750,12750,10662,13130,15250,11756,41600,36909,50047,48660,0.7333,0.8,NA,NA,2601,2,Private Nonprofit,227.9357817
Herzing University-Brookfield,WI,0,0,0,0,0,0,0,390,27517,NA,12750,12750,10662,13130,15250,11756,41600,36909,50047,48660,0.7826,0.6957,NA,NA,2601,2,Private Nonprofit,227.9357817
Texas A&M University-San Antonio,TX,0,0,0,0,0,1,0,6404,22127,NA,9548,22764,13127,12500,12655,12500,NA,54338,44674,NA,0.5673,0.3077,10570,5518,5518,1,Public,195.0812241
Fortis Institute,TX,0,0,0,0,0,0,0,295,NA,26127,NA,NA,6334,6333,6333,6333,37300,33193,30670,36707,0.6842,0.6541,NA,NA,NA,3,Proprietary,100.7158105
Southern Careers Institute-Brownsville,TX,0,0,0,0,0,0,0,618,NA,19876,NA,NA,7421,7125,5500,7389,24400,27035,23020,27240,0.7721,0.6988,NA,NA,NA,3,Proprietary,92.31929242
Southern Careers Institute-Harlingen,TX,0,0,0,0,0,0,0,508,NA,26393,NA,NA,7421,7125,5500,7389,24400,27035,23020,27240,0.7591,0.6399,NA,NA,NA,3,Proprietary,92.31929242
Strayer University-Global Region,DC,0,0,0,0,0,0,0,8358,23985,NA,13515,13515,12667,20636,22364,14000,53500,40092,60341,67616,0.3333,0.3333,NA,NA,1035,3,Proprietary,430.6502041
Kenneth Shuler School of Cosmetology-Florence,SC,0,0,0,0,0,0,0,182,NA,23546,NA,NA,5825,6647,5500,5825,20700,25542,16248,16593,0.7051,0.859,NA,NA,NA,3,Proprietary,91.8210142
Fortis College-Columbia,SC,0,0,0,0,0,0,0,431,34619,NA,14872,14872,9500,9643,9500,9500,28300,36368,31547,36724,0.9184,0.8571,NA,NA,4140,3,Proprietary,133.0190815
Ross Medical Education Center-Davison,MI,0,0,0,0,0,0,0,35,NA,25111,NA,NA,8609,7000,5500,7719,24900,29898,28102,30902,0.8462,0.8718,NA,NA,NA,3,Proprietary,100.7158105
Ross Medical Education Center-Granger,IN,0,0,0,0,0,0,0,90,NA,23446,NA,NA,9500,6431,5500,8481,25100,30481,25009,28553,0.828,0.8817,NA,NA,NA,3,Proprietary,100.7158105
Ross Medical Education Center-Niles,OH,0,0,0,0,0,0,0,62,NA,23987,NA,NA,8019,5500,5500,5500,24600,30072,26250,29587,0.875,0.9028,NA,NA,NA,3,Proprietary,100.7158105
Ross Medical Education Center-Canton,MI,0,0,0,0,0,0,0,73,NA,27468,NA,NA,9500,5500,5500,7504,22000,30060,24338,27408,0.7222,0.7778,NA,NA,NA,3,Proprietary,100.7158105
Pima Medical Institute-Houston,TX,0,0,0,0,0,0,0,892,NA,28488,NA,NA,9500,9500,9500,9500,30600,38673,33913,39823,0.5879,0.6635,NA,NA,NA,3,Proprietary,100.7158105
Illinois Media School-Chicago Campus,IL,0,0,0,0,0,0,0,105,NA,36048,NA,NA,9500,9500,5500,9500,35800,38284,18620,31960,0.9386,0.8246,NA,NA,NA,3,Proprietary,100.7158105
Miller-Motte College-STVT-San Antonio,TX,0,0,0,0,0,0,0,557,NA,25797,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.733,0.6826,NA,NA,NA,3,Proprietary,168.7466901
Concorde Career College-Dallas,TX,0,0,0,0,0,0,0,615,NA,26986,NA,NA,9500,9500,9500,9500,33100,42456,36853,43960,0.7285,0.7262,NA,NA,NA,3,Proprietary,100.7158105
Concorde Career Institute-Orlando,FL,0,0,0,0,0,0,0,320,NA,26916,NA,NA,9500,9500,11899,9500,24400,34098,31074,35468,0.86,0.7533,NA,NA,NA,3,Proprietary,100.7158105
Concorde Career College-San Antonio,TX,0,0,0,0,0,0,0,521,NA,29048,NA,NA,9500,9500,10503,9500,27700,35242,31580,37160,0.7591,0.7348,NA,NA,NA,3,Proprietary,100.7158105
Johnson & Wales University-Online,RI,0,0,0,0,0,0,0,1838,25859,NA,13365,13365,17250,18277,14250,16334,42200,43418,33862,44296,0.7692,0.8462,NA,NA,2058,2,Private Nonprofit,275.6432709
Fairfax University of America,VA,0,0,0,0,0,0,0,11,NA,NA,10128,10128,PS,PS,PS,PS,NA,NA,NA,NA,NA,NA,NA,NA,3768,2,Private Nonprofit,PS
Geisinger-Lewistown Hospital School of Nursing,PA,0,0,0,0,0,0,0,75,28721,NA,20992,20992,PS,PS,PS,14917,NA,NA,NA,76499,1,0.6667,NA,NA,7766,2,Private Nonprofit,PS
Moreno Valley College,CA,0,0,0,0,0,1,0,7823,12493,NA,1420,11380,8000,PS,PS,6625,NA,52133,41141,47604,0.5289,0,NA,NA,4374,1,Public,PS
Norco College,CA,0,0,0,0,1,1,0,7203,10911,NA,1420,11374,6125,7375,4801,5500,NA,51206,22091,43887,0.4026,0,NA,NA,4276,1,Public,PS
Dorsey College-Saginaw,MI,0,0,0,0,0,0,0,180,41297,NA,31680,31680,9500,10579,8917,9500,24700,29392,27052,26639,0.7857,0.7679,NA,NA,3528,3,Proprietary,137.8216355
Milan Institute-Boise,ID,0,0,0,0,0,0,0,27,NA,33262,NA,NA,6333,5500,5500,6333,22000,24879,19660,25031,0.6429,0.6857,NA,NA,NA,3,Proprietary,67.14033979
Milan Institute of Cosmetology-El Paso,TX,0,0,0,0,0,0,0,293,NA,30625,NA,NA,6222,6078,4584,6070,21000,22378,15046,19710,0.8656,0.7803,NA,NA,NA,3,Proprietary,67.14033979
Universal Technical Institute-Dallas Fort Worth,TX,0,0,0,0,0,0,0,1727,NA,29435,NA,NA,11166,11999,11899,11574,50600,51222,39742,53898,0.645,0.7239,NA,NA,NA,3,Proprietary,151.2539441
ICPR Junior College,PR,0,0,0,0,0,0,0,426,12739,NA,7560,7560,PS,PS,PS,PS,18700,18694,11278,17629,1,0,NA,NA,2202,3,Proprietary,PS
Artistic Nails and Beauty Academy-Lakeland,FL,0,0,0,0,0,0,0,234,NA,17613,NA,NA,6333,PS,PS,6333,21000,20948,18853,21188,0.8857,0.7714,NA,NA,NA,3,Proprietary,67.14033979
Hawaii Medical College,HI,0,0,0,0,0,0,0,273,41417,NA,26037,26037,9653,10556,12683,10500,NA,38880,33322,39717,0.8145,0.8597,NA,NA,2181,3,Proprietary,137.8216355
Carolina College of Hair Design Inc,NC,0,0,0,0,0,0,0,42,NA,16941,NA,NA,PS,PS,PS,4712,NA,NA,16759,NA,0.5085,0.3051,NA,NA,NA,3,Proprietary,PS
Integrated Massage Therapy Services,ID,0,0,0,0,0,0,0,9,NA,20966,NA,NA,PS,PS,PS,PS,NA,24368,16014,22013,0.4375,0.625,NA,NA,NA,3,Proprietary,PS
Miller-Motte College-Jacksonville,NC,0,0,0,0,0,0,0,157,NA,27594,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.2857,0.2071,NA,NA,NA,3,Proprietary,168.7466901
Miller-Motte College-Augusta,GA,0,0,0,0,0,0,0,482,NA,27240,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.6422,0.5539,NA,NA,NA,3,Proprietary,168.7466901
Miller-Motte College-Conway,SC,0,0,0,0,0,0,0,235,NA,27529,NA,NA,10657,11457,9111,10661,28100,31102,25335,31123,0.2778,0.2,NA,NA,NA,3,Proprietary,168.7466901
Aveda Institute-Portland,OR,0,0,0,0,0,0,0,219,NA,22317,NA,NA,6211,6647,6837,6211,NA,33003,22281,28747,0.28,0.76,NA,NA,NA,3,Proprietary,72.36696028
Chamberlain University-Virginia,VA,0,0,0,0,0,0,0,663,39462,NA,20142,20142,16577,15795,17250,16458,60400,92405,83585,95339,0.75,1,NA,NA,7468,3,Proprietary,221.7762148
Penrose Academy,AZ,0,0,0,0,0,0,0,328,NA,20040,NA,NA,6333,6333,5500,6333,NA,35839,23715,31139,0.4255,0.617,NA,NA,NA,3,Proprietary,67.14033979
Skin Institute,MO,0,0,0,0,0,0,0,84,NA,17900,NA,NA,6895,PS,PS,6895,NA,23524,19938,33909,0.561,0.6341,NA,NA,NA,3,Proprietary,PS
Beauty Academy of South Florida,FL,0,0,0,0,0,0,0,285,NA,36840,NA,NA,6223,PS,PS,6223,NA,16826,13653,15266,0.7414,0.7241,NA,NA,NA,3,Proprietary,68.46554783
Ogle School Hair Skin Nails-North Dallas,TX,0,0,0,0,0,0,0,298,NA,23622,NA,NA,7189,7917,6222,7369,24800,26885,19872,25272,0.7809,0.8708,NA,NA,NA,3,Proprietary,83.93337599
The Salon Professional Academy,AR,0,0,0,0,0,0,0,110,NA,16410,NA,NA,6333,6333,6161,6333,NA,NA,19399,23918,0.4194,0.5081,NA,NA,NA,3,Proprietary,67.14033979
The Salon Professional Academy-St Charles,MO,0,0,0,0,0,0,0,200,NA,16919,NA,NA,9500,5500,5500,8243,NA,34900,23558,30051,0.2857,0.4,NA,NA,NA,3,Proprietary,91.05769438
Mildred Elley-New York Campus,NY,0,0,0,0,0,0,0,867,29526,NA,15813,15813,12000,12250,9875,12000,24200,38830,37483,38106,0.8091,0.8409,NA,NA,4176,3,Proprietary,201.431621
National Paralegal College,AZ,0,0,0,0,0,0,0,434,18735,NA,7995,7995,14750,12596,13252,13994,NA,42269,39801,43842,0.5349,0.5581,NA,NA,3232,3,Proprietary,263.483162
Carolina College of Biblical Studies,NC,0,0,0,0,0,0,0,112,21943,NA,6276,6276,14500,PS,PS,17500,NA,24581,36283,NA,1,0,NA,NA,799,2,Private Nonprofit,272.9928548
Northeast Technology Center,OK,0,0,0,0,0,0,0,1315,NA,8752,NA,NA,PS,PS,PS,PS,29500,34457,34960,38535,0.4006,0,NA,NA,NA,1,Public,PS
Allstate Hairstyling & Barber College,OH,0,0,0,0,0,0,0,31,NA,17685,NA,NA,PS,PS,PS,PS,NA,NA,9751,12898,0.5,0,NA,NA,NA,3,Proprietary,PS
Omega Graduate School,TN,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Private Nonprofit,NA
